27,20,11.6,24,27,3.5,1
23,19,10.3,20,23,3,2
26,17,11.6,22,26,0,3
26,19,11.6,23,26,0,4
26,17,11.6,23,26,0,5
27,18,11.6,22,27,0,6
26,17,11.6,22,26,0,7
26,17,11.6,22,26,0,8
27,18,11.6,23,27,0,9
29,19,11.6,27,29,0,10
29,20,11.6,26,29,0,11
29,20,11.6,26,29,0,12
25,18,11.6,21,25,0,13
25,17,11.6,22,25,0,14
26,18,11.6,22,26,0,15
26,17,11.6,23,26,0,16
28,18,11.6,23,28,0,17
28,19,11.6,24,28,0,18
28,19,11.6,24,28,0,19
20,14,10.2,16,20,0.1,20
20,13,11.6,17,20,0,21
17,11,11.6,13,17,0.6,22
14,8,11.6,9,14,0,23
16,7,11.6,12,16,0,24
20,9,11.6,14,20,0,25
21,11,11.6,18,21,0,26
16,11,8.8,13,16,0,27
17,8,11.6,13,17,0,28
16,9,7.3,12,16,0,29
13,9,10.2,9,13,0,30
17,8,8.7,11,17,0,31
17,9,11.6,13,17,0,32
18,9,11.6,15,18,0,33
22,10,11.6,16,22,0,34
22,14,11.6,18,22,0,35
23,15,11.6,19,23,0,36
23,15,11.6,21,23,0,37
23,15,11.5,19,23,0,38
23,15,11.5,20,23,0,39
22,14,11.4,20,22,0,40
22,13,11.4,20,22,0,41
21,13,8.7,19,21,0,42
20,12,8.7,18,20,0,43
21,13,8.7,17,21,0,44
21,13,5.5,17,21,0,45
20,14,5.5,17,20,0,46
18,14,7.1,16,18,0,47
18,12,8.7,14,18,0,48
13,8,5.5,9,13,1.7,49
16,9,7.1,12,16,0,50
14,9,8.7,10,14,0,51
13,8,7.1,8,13,2.3,52
12,6,5.5,6,12,0.3,53
15,10,5.4,12,15,0,54
19,12,5.4,15,19,1.6,55
22,13,5.4,17,22,1.9,56
23,15,8.7,19,23,0.2,57
20,15,8.7,18,20,2.1,58
19,11,8.7,16,19,0,59
18,12,8.7,16,18,0,60
20,14,8.7,17,20,0,61
20,15,8.7,18,20,0,62
20,14,8.7,17,20,0,63
18,12,8.7,15,18,0,64
16,9,8.7,13,16,0,65
15,9,8.7,11,15,0,66
15,9,8.7,13,15,0,67
15,9,7,12,15,0,68
12,7,3.6,9,12,0,69
14,7,7,11,14,0,70
17,9,7,13,17,0,71
15,9,7,12,15,0,72
14,8,8.7,9,14,0,73
11,6,5.3,8,11,0,74
10,5,8.7,5,10,0,75
7,2,8.7,2,7,0,76
6,2,8.7,3,6,0,77
3,2,3.6,0,3,0.9,78
3,2,3.6,-2,3,1.5,79
6,4,3.5,4,6,1.3,80
6,5,3.5,4,6,1.6,81
7,4,5.2,4,7,0,82
6,2,6.9,2,6,4.6,83
8,5,3.2,5,8,5.8,84
7,6,3.2,4,7,7.5,85
5,3,3.2,1,5,0.7,86
4,-1,5,-2,4,0.1,87
1,-2,5,-3,1,0.1,88
-1,-3,8.5,-5,-1,0,89
